"id"	"Intensity.12500amol_R1"	"Intensity.12500amol_R2"	"Intensity.12500amol_R3"	"Intensity.125amol_R1"	"Intensity.125amol_R2"	"Intensity.125amol_R3"	"Intensity.25000amol_R1"	"Intensity.25000amol_R2"	"Intensity.25000amol_R3"	"Intensity.2500amol_R1"	"Intensity.2500amol_R2"	"Intensity.2500amol_R3"	"Intensity.250amol_R1"	"Intensity.250amol_R2"	"Intensity.250amol_R3"	"Intensity.50000amol_R1"	"Intensity.50000amol_R2"	"Intensity.50000amol_R3"	"Intensity.5000amol_R1"	"Intensity.5000amol_R2"	"Intensity.5000amol_R3"	"Intensity.500amol_R1"	"Intensity.500amol_R2"	"Intensity.500amol_R3"	"Intensity.50amol_R1"	"Intensity.50amol_R2"	"Intensity.50amol_R3"
"P0CX83"	46401000	42460000	42623666.6666667	48989666.6666667	50713666.6666667	45266666.6666667	40865333.3333333	39221666.6666667	54251666.6666667	31292666.6666667	42224000	44466666.6666667	37103000	38623000	40375333.3333333	62475333.3333333	53331333.3333333	54583666.6666667	45339000	47012333.3333333	43501333.3333333	43630666.6666667	47319000	48641000	36369000	49528333.3333333	47769333.3333333
"P13188"	3829100	3554050	4389266.66666667	4588733.33333333	4353950	2419800	3325900	5235600	3018050	4327750	4508233.33333333	3721200	5058400	3360700	7774166.66666667	3912300	NA	4014200	3077200	3493550	3166550	2410500	5649400	3931600	4990633.33333333	4567633.33333333	3729100
"P47044"	NA	NA	NA	5864200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8266000	NA	NA	NA	NA	NA
"Q04894"	7629133.33333333	9225800	7160500	9957400	11740466.6666667	11596200	8086100	8516600	7859633.33333333	6297933.33333333	7335833.33333333	7361266.66666667	6965366.66666667	10665233.3333333	11915900	6879066.66666667	7911000	8503300	6788800	8331433.33333333	8508600	10160400	8232766.66666667	9605366.66666667	7275000	12480233.3333333	12105900
"P40016"	5193150	3929800	4914100	3960250	5564350	3476300	3978800	6139700	4820650	4123500	3625966.66666667	4234850	4494600	4063250	4107900	NA	3458500	5533600	3894050	4989300	5077050	5686800	4196250	NA	2039100	NA	3040300
"P22203"	19875000	21405933.3333333	22385666.6666667	18885333.3333333	19126233.3333333	20409000	20099100	20888500	22847966.6666667	16150000	23059333.3333333	24022400	18190000	16556500	20579900	24363133.3333333	19372166.6666667	25143000	20754100	22775533.3333333	20272366.6666667	21391566.6666667	20256333.3333333	20584833.3333333	21207333.3333333	16924000	17780333.3333333
"P36059"	NA	NA	NA	5037700	NA	4941400	NA	NA	7120900	NA	NA	NA	NA	5439800	NA	NA	NA	NA	5098100	5475900	NA	5946200	NA	5274300	NA	928490	NA
"P27614"	11347533.3333333	16870000	11046100	10824800	8112000	12509750	14525000	14769666.6666667	9208033.33333333	6694400	10615350	11382700	8258600	12907000	9092500	14332150	15937000	15507500	9956650	13247150	11669050	12759833.3333333	9824800	14211000	13754966.6666667	10038900	12053533.3333333
"P15646"	3483850	4586900	1948900	4684100	19343200	NA	4076400	6357800	4839300	NA	4628800	4723450	5486300	4725400	1958500	3040600	4644533.33333333	4194400	4968600	5353400	2719450	4812500	NA	NA	5532500	12334000	3697750
"P41058"	4944300	17874000	19442000	30275000	30119000	28624000	18747000	24337000	24522000	17057000	18675000	19035000	23524000	24305000	22852000	12574000	21625300	14244000	15322000	16976000	16919000	26196000	24943000	24794000	23005500	9337150	21466300
"Q04304"	NA	NA	NA	NA	3806900	NA	NA	NA	NA	NA	NA	NA	5124000	NA	3449900	5568600	NA	NA	NA	NA	NA	NA	4908900	NA	3912100	3705200	NA
"P00330"	363933333.333333	360383333.333333	338090000	414726666.666667	409453333.333333	380936666.666667	340860000	424606666.666667	345090000	356560000	349300000	365013333.333333	334670000	359896666.666667	360033333.333333	324750000	402773333.333333	405883333.333333	370036666.666667	369943333.333333	370106666.666667	369393333.333333	418606666.666667	397133333.333333	438913333.333333	417573333.333333	438643333.333333
"P06105"	4551266.66666667	4199633.33333333	3007400	7149933.33333333	5471950	6031200	4941733.33333333	9111000	3522266.66666667	4145266.66666667	6040833.33333333	5362900	4876466.66666667	8209633.33333333	6976000	5640833.33333333	6154433.33333333	6036233.33333333	5405966.66666667	4920900	5394733.33333333	7574950	6188800	6897800	9082200	5124566.66666667	6837066.66666667
"P00331"	22753150	36457000	20619200	16126900	16439533.3333333	15317533.3333333	15911100	49269000	23935350	21030950	20600750	5130600	20151050	19648300	34265000	18121866.6666667	17871033.3333333	17617133.3333333	22216500	22277950	21276650	36971000	20033150	35765000	NA	18168650	15614200
"P43588"	4714600	4945550	2276200	6242400	9067900	7186700	7037700	8218600	8089300	8222300	6470300	7356500	5653900	7532100	5729800	2826700	NA	5562100	5381533.33333333	7446000	4125500	7107100	5472750	6081166.66666667	3370600	1998500	NA
"P32468"	1928000	1585500	2667900	1784800	NA	1759300	1637200	2441600	NA	NA	1869700	2216500	1787700	2056550	2135600	NA	2051400	NA	NA	1915000	2167000	2008100	2409700	2534300	2855300	NA	2511450
"P32565"	5667433.33333333	4106633.33333333	5660200	4988466.66666667	4170933.33333333	3943450	4889833.33333333	6847233.33333333	8383300	5009700	3983333.33333333	4354300	4094133.33333333	2769806.66666667	3677400	6187933.33333333	6706133.33333333	5336633.33333333	5222200	5770000	4457200	4298366.66666667	4490800	4300166.66666667	4481266.66666667	3478033.33333333	3393300
"Q02899"	1176200	1213000	1539000	337790	273830	NA	1471500	1872300	424180	1421300	1220700	NA	1299000	1309700	1031700	NA	1158400	751650	1396400	1125700	1088900	1326700	1073000	1178000	9654300	3672795	848900
"P53327"	101440000	100940000	106120000	118060000	118840000	97783500	93473000	133590000	138710000	67791000	54774000	82825500	NA	91120000	NA	111770000	120290000	114180000	81818500	80894000	91634500	116160000	128070000	130680000	150990000	115795000	105283000
"P11154"	11439000	NA	10374000	NA	NA	12505000	NA	11788000	NA	NA	NA	NA	NA	3740900	NA	10793000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P38777"	NA	NA	3846000	NA	NA	NA	7240850	3633400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9018666.66666667	7542200	7259700
"P0CX32"	20972333.3333333	21879666.6666667	18984133.3333333	22984000	24137333.3333333	23038000	19442100	28983333.3333333	20753333.3333333	21462366.6666667	21544666.6666667	22959666.6666667	13887000	24651000	18343966.6666667	24830666.6666667	25276000	23981000	22986666.6666667	26184666.6666667	23285666.6666667	18586000	25260000	25144500	34859000	23383000	23142666.6666667
"Q01532"	7502150	7216750	7274800	8171000	7410700	5435800	5912666.66666667	8655300	8754550	7110300	8127550	5960466.66666667	5515066.66666667	8004566.66666667	7995650	8957150	10095266.6666667	6953200	9518900	8485000	8645350	5801900	4352300	8426666.66666667	6891800	NA	8737650
"Q02642"	11233850	17514900	25355000	16971100	20675000	18654000	15533200	18655000	19323000	16214000	15233000	11384550	16159500	11961933.3333333	12349166.6666667	9621800	8792300	14624466.6666667	15183000	12229550	14056000	13295800	10128750	6906190	18823000	34068000	35915000
"P00401"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4959600	NA	NA	NA	4895900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7030100
"P23301"	36275666.6666667	37455000	36202666.6666667	28549000	28338000	24953666.6666667	32284000	29955666.6666667	37317666.6666667	24920666.6666667	28861333.3333333	31204000	16073866.6666667	23645033.3333333	23195366.6666667	44882333.3333333	46357000	46051333.3333333	25174333.3333333	28106666.6666667	29997333.3333333	24127333.3333333	26371333.3333333	28731666.6666667	48035666.6666667	32991333.3333333	29459333.3333333
"P38972"	4905133.33333333	5174500	6767766.66666667	8666233.33333333	5850200	5228433.33333333	6627100	6412766.66666667	7509466.66666667	5053166.66666667	4717166.66666667	5450866.66666667	5437066.66666667	4474366.66666667	5345000	5858966.66666667	4692933.33333333	5191033.33333333	4804566.66666667	3919266.66666667	4443733.33333333	8377366.66666667	4592800	5955000	6473633.33333333	6864733.33333333	8163066.66666667
"P07251"	38897333.3333333	37533666.6666667	37357000	43799333.3333333	41292666.6666667	52866666.6666667	36985666.6666667	49480666.6666667	45546666.6666667	49420000	49591000	39919000	40749333.3333333	36613333.3333333	38858333.3333333	45353666.6666667	43511333.3333333	43715666.6666667	49802333.3333333	38260333.3333333	35574666.6666667	43763000	53974000	53936000	32870333.3333333	38829666.6666667	42483666.6666667
"P38328"	11215000	13822550	14700650	26384000	15987100	13220500	11316000	14107950	13574100	14486500	14227350	14481600	14531350	15159350	16256900	15419450	14457050	14194650	12101550	10910550	14547000	15493450	14756300	15982550	12575666.6666667	12995000	11771233.3333333
"P33201"	4040100	4549500	3189100	3583400	5404050	4167500	3028000	5035200	NA	4281400	3854000	4171700	3060500	NA	3369500	3893800	NA	NA	3965000	3835200	4404900	4614200	4148200	4400700	NA	NA	NA
"P52910"	28098000	25687666.6666667	26689666.6666667	38787333.3333333	15644666.6666667	14627066.6666667	27708666.6666667	32289000	31424000	28674000	17500000	18635666.6666667	26742766.6666667	28015666.6666667	25560666.6666667	30506333.3333333	29642666.6666667	30251333.3333333	17925000	19646666.6666667	19222000	27868666.6666667	16520333.3333333	17283666.6666667	16958666.6666667	17451000	16031433.3333333
"P38840"	7871700	6281000	6636733.33333333	10590633.3333333	5640166.66666667	5175566.66666667	5650933.33333333	6327550	8608133.33333333	7424900	7446550	6794400	5369300	6196200	6292700	8138300	8873133.33333333	8486400	8018133.33333333	6582950	6423800	6729600	5966133.33333333	6848050	5712250	4149600	5589000
"P38264"	3541300	3799500	4036400	3406100	2907900	3198200	3169700	NA	4244500	4026300	4167300	3887500	NA	5738200	3916100	3328200	5293550	NA	4385000	4529500	NA	2259600	3338100	3717200	3457950	3862000	3193500
"P32626"	NA	NA	4494400	3021700	2705500	2574700	2686200	3364400	2970500	1970500	2171600	5169500	4351400	8340800	NA	3967200	4265300	3839100	2621400	3239300	2554800	3109100	NA	NA	3520400	5006000	5612250
"P06208"	18693000	18218000	12703833.3333333	21163333.3333333	17661666.6666667	20125333.3333333	13261166.6666667	18160333.3333333	18511333.3333333	18874333.3333333	18818666.6666667	12737800	19074333.3333333	17596333.3333333	20979333.3333333	17517333.3333333	15985000	12642633.3333333	16445000	15867000	15088000	22978000	12955900	17762366.6666667	10812966.6666667	14950666.6666667	21684000
"P40531"	9927966.66666667	10524000	10034300	11616333.3333333	10460566.6666667	10459333.3333333	8914666.66666667	13137333.3333333	12112000	9295600	9906700	10373366.6666667	10244000	9975466.66666667	10127266.6666667	12127500	12914666.6666667	17229000	10342533.3333333	10986333.3333333	10407100	11124333.3333333	11115333.3333333	10429066.6666667	14989666.6666667	14694333.3333333	15006666.6666667
"P26783"	32472666.6666667	32378666.6666667	32729000	24724000	35683666.6666667	29287333.3333333	30377333.3333333	41232333.3333333	36180000	30476666.6666667	31656000	34616666.6666667	33849666.6666667	30562000	25357000	66836333.3333333	38226000	60555333.3333333	32565333.3333333	29131000	32812000	26610666.6666667	35110333.3333333	27105866.6666667	36841000	38433666.6666667	37525333.3333333
"P0CX09"	14254766.6666667	13566433.3333333	12597466.6666667	10553133.3333333	14240833.3333333	13833633.3333333	13765500	12204633.3333333	14746900	9307733.33333333	13760000	9289566.66666667	9054800	14229900	14401466.6666667	17575000	15792000	15701766.6666667	15149833.3333333	15301466.6666667	13983300	10019433.3333333	15753933.3333333	14878866.6666667	12977066.6666667	12356766.6666667	13422733.3333333
"Q12074"	8619300	13726666.6666667	16746666.6666667	15963866.6666667	7011833.33333333	14967133.3333333	16281666.6666667	19525333.3333333	22657000	16547133.3333333	16048733.3333333	9788966.66666667	16206666.6666667	14008766.6666667	15404633.3333333	20580000	17273566.6666667	15526800	9483600	21731500	9464566.66666667	14880400	10133400	9686833.33333333	10813000	11853800	16344966.6666667
"P19262"	7808366.66666667	9362500	8637333.33333333	11338000	11078600	9719500	4990850	8848933.33333333	8719900	9171633.33333333	8493000	8054200	8841800	8150500	9136766.66666667	9130333.33333333	8748633.33333333	9193733.33333333	9089066.66666667	8544266.66666667	9302633.33333333	10752166.6666667	12251650	6477750	5850450	5770150	9553966.66666667
"Q02753"	35035000	43677666.6666667	41463333.3333333	34764333.3333333	27673000	27289000	42368333.3333333	40961333.3333333	40810666.6666667	32608333.3333333	26119666.6666667	26277666.6666667	32330333.3333333	24856333.3333333	33779000	46535333.3333333	48797333.3333333	38516333.3333333	29095000	27189000	29191333.3333333	34761000	28748333.3333333	27552000	27435666.6666667	29661666.6666667	28268666.6666667
"P0C0T4"	7201000	24092000	12348600	14680000	6519400	2858500	24478000	9480600	18491950	NA	NA	NA	NA	6589800	6014100	19439133.3333333	25271950	51901000	8882200	4684900	NA	11876000	11521150	11087000	11650066.6666667	13403033.3333333	12712166.6666667
"P29547"	17883600	31458666.6666667	29767333.3333333	8180933.33333333	18640600	5549100	31870000	20615633.3333333	19830733.3333333	24294666.6666667	20538900	17801500	24712866.6666667	8309000	9201300	25951250	19012533.3333333	19337633.3333333	23218000	22603050	18359266.6666667	26262366.6666667	18232233.3333333	6803766.66666667	19338650	25633500	21931650
"P38555"	3776600	3930650	6684450	3360300	4834600	4348200	4300800	5482850	4251450	5070800	4556300	3787100	4160100	4176000	4012600	5705650	4144900	4493000	3927400	4651600	3809900	9668000	4513600	4910500	3990600	5867733.33333333	4756600
"P22133"	18125666.6666667	13186333.3333333	17108666.6666667	15444333.3333333	19340333.3333333	17765000	17613333.3333333	23546666.6666667	18477000	16307000	17759666.6666667	18888333.3333333	12607650	17986666.6666667	18346000	20917666.6666667	21618333.3333333	18798666.6666667	17765666.6666667	18581333.3333333	17792333.3333333	17566833.3333333	19814666.6666667	18517666.6666667	21634000	12796300	10737100
"Q3E772"	NA	NA	NA	NA	12979000	NA	NA	13200000	NA	2459900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7748100	NA	NA
"A6ZN26"	9472500	7565200	9612133.33333333	6550833.33333333	6450866.66666667	6304966.66666667	8631566.66666667	10988333.3333333	10663300	8874533.33333333	8866400	9188433.33333333	8354966.66666667	5254100	7365700	10970133.3333333	9311166.66666667	9123933.33333333	9995366.66666667	7422233.33333333	9351133.33333333	5826966.66666667	5717366.66666667	5235533.33333333	11571066.6666667	6125733.33333333	13015600
"P04449"	34378333.3333333	38177666.6666667	38783000	58107500	88316000	78456000	37479666.6666667	40212666.6666667	39541333.3333333	44374500	44602500	57527000	17675350	53829000	56488000	52703666.6666667	52402666.6666667	51541333.3333333	51110000	42832500	35620000	38890366.6666667	47594500	74057000	50663000	54616000	94628000
"P38804"	6941000	8605750	9449650	NA	NA	NA	8660100	8363266.66666667	8501950	2320100	NA	7136400	NA	NA	NA	11658900	9418900	14440000	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P06169"	548786666.666667	885976666.666667	609060000	1046250000	1039763333.33333	720110000	943973333.333333	946010000	1034860000	958340000	891250000	849163333.333333	969303333.333333	753520000	1048623333.33333	1074770000	964546666.666667	1025876666.66667	820420000	854406666.666667	797483333.333333	587620000	820763333.333333	388010000	497826666.666667	459853333.333333	830606666.666667
"P11484"	230043333.333333	229416666.666667	230600000	247056666.666667	214293333.333333	232800000	223316666.666667	281480000	247726666.666667	229863333.333333	231930000	197706666.666667	209313333.333333	230996666.666667	238940000	249620000	233606666.666667	235173333.333333	203990000	206603333.333333	208283333.333333	249090000	226616666.666667	222740000	185883333.333333	188913333.333333	236006666.666667
"Q05911"	NA	4554750	4354600	2416100	2869700	9307400	NA	4905400	4419500	2459800	1804200	2099300	2471000	NA	2257700	2035650	2425450	5785450	5872000	2478000	NA	NA	2997500	2927100	4029050	2726400	NA
"P22943"	83544666.6666667	88963666.6666667	88155000	24235533.3333333	44605000	43235000	84554666.6666667	103151000	104581000	16720200	61717000	93704666.6666667	7726266.66666667	92409333.3333333	50027333.3333333	123969333.333333	131390333.333333	135219666.666667	61897333.3333333	32146000	90217333.3333333	42980466.6666667	97469000	64647333.3333333	179936333.333333	61941333.3333333	123521333.333333
"Q12447"	14454666.6666667	12680333.3333333	11922200	11128633.3333333	6074150	9517833.33333333	13984333.3333333	18632666.6666667	15849666.6666667	13910666.6666667	9749600	6165550	12246433.3333333	13752733.3333333	13798800	14764700	11001166.6666667	11044733.3333333	10888266.6666667	9394233.33333333	11756966.6666667	13047466.6666667	8697566.66666667	6216100	6563933.33333333	6213933.33333333	3398666.66666667
"P23641"	6723100	9095633.33333333	8757500	7453633.33333333	9803733.33333333	9083200	8324600	9785733.33333333	9130633.33333333	8845900	8726700	8830466.66666667	9770950	8315233.33333333	8442233.33333333	11198450	7522800	7693133.33333333	8479800	9530133.33333333	6868066.66666667	8758433.33333333	9286033.33333333	8520066.66666667	12341800	11221666.6666667	9511850
"P0CX24"	45307333.3333333	36112333.3333333	45933333.3333333	39139333.3333333	48768333.3333333	34362333.3333333	47106333.3333333	57994666.6666667	41287666.6666667	29988666.6666667	29905333.3333333	45670666.6666667	30815666.6666667	32248000	33885666.6666667	62505000	59940000	61403333.3333333	39385333.3333333	37365000	37285333.3333333	36385333.3333333	49852666.6666667	35497666.6666667	54449000	41871333.3333333	42749333.3333333
"P25619"	7506300	6656400	NA	NA	7032300	NA	NA	NA	NA	7104300	6946300	7305400	NA	6399500	NA	NA	7671500	NA	5624900	NA	6694800	NA	5489700	6264600	6093500	7268500	NA
"P0CX45"	99249333.3333333	101603333.333333	87616966.6666667	115703000	115847333.333333	108829333.333333	94476333.3333333	124919333.333333	104496666.666667	85840333.3333333	88950333.3333333	111062333.333333	87253666.6666667	92024600	21910933.3333333	108547000	97895333.3333333	98706666.6666667	91619000	104012000	101376666.666667	109431666.666667	98942666.6666667	38166500	77040666.6666667	122985333.333333	118022666.666667
"P15019"	33722000	40637666.6666667	41814000	40236333.3333333	37037666.6666667	35491666.6666667	41688000	51964333.3333333	45228666.6666667	43712000	43050666.6666667	36260333.3333333	37678666.6666667	36324666.6666667	41352333.3333333	50459000	48777333.3333333	47982333.3333333	34190000	34452666.6666667	34991333.3333333	43055333.3333333	38207000	36092333.3333333	35676333.3333333	34548333.3333333	37330333.3333333
"Q04338"	5634700	4916600	5214800	NA	NA	NA	NA	6857400	6906500	5318400	4897300	6073000	NA	NA	NA	NA	NA	NA	6817100	NA	4801500	NA	NA	NA	NA	NA	NA
"P07257"	40928666.6666667	38774000	30277666.6666667	35581000	33431333.3333333	34440000	28475333.3333333	50695666.6666667	34125666.6666667	44302000	31752333.3333333	43348333.3333333	30349666.6666667	37708666.6666667	35887333.3333333	33250333.3333333	31652666.6666667	44223666.6666667	41085000	44503666.6666667	43389000	35304000	36946666.6666667	34745333.3333333	44835000	43513000	34802333.3333333
